TimeOfStop, SubAgency, Description, State, VehicleType, Year, Make, Color, ViolationType, Article, ContributedToAccident, Race, Gender, DriverCity, DriverState, DLState, ArrestType
23:00:00, Headquarters and Special Operations, MINOR INFRACTION, MD, 02 - Automobile, 2005, MAZDA, GRAY, Citation, Transportation Article, No, ASIAN, F, ROCKVILLE, MD, MD, A - Marked Patrol
3:00:00, 6th district Gaithersburg / Montgomery Village, SPEEDING, MD, 02 - Automobile, 2010, KIA, BLACK, Citation, Transportation Article, No, WHITE, F, BETHESDA, MD, MD, A - Marked Patrol
18:00:00, 3rd district Silver Spring, PLATE VIOLATION, MD, 02 - Automobile, 2000, DODGE, MAROON, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 6th district Gaithersburg / Montgomery Village, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2010, HONDA, SILVER, Citation, Transportation Article, No, WHITE, M, GERMANTOWN, MD, MD, A - Marked Patrol
12:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2001, MAZDA, RED, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 6th district Gaithersburg / Montgomery Village, PLATE VIOLATION, MD, 02 - Automobile, 2005, MAZDA, SILVER, Citation, Transportation Article, No, OTHER, M, GERMANTOWN, MD, MD, A - Marked Patrol
23:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, DC, 02 - Automobile, 2001, MITSUBISHI, TAN, Citation, Transportation Article, No, BLACK, M, RIVERDALE, MD, MD, A - Marked Patrol
15:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 06 - Heavy Duty Truck, 2014, ISUZ, WHITE, Warning, Maryland Rules, No, HISPANIC, M, BROOKLYN, MD, MD, A - Marked Patrol
18:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 28 - Other, 2008, WILDFIRE, YELLOW, Citation, Transportation Article, No, HISPANIC, M, GAITHERSBURG, MD, MD, A - Marked Patrol
17:00:00, 4th district Wheaton, PHONE RELATED, MD, 02 - Automobile, 2009, DODG, SILVER, Warning, Transportation Article, No, WHITE, M, KENSINGTON, MD, MD, A - Marked Patrol
17:00:00, 4th district Wheaton, PHONE RELATED, MD, 02 - Automobile, 2015, CHEV, GRAY, Warning, Transportation Article, No, WHITE, F, LAUREL, MD, MD, A - Marked Patrol
17:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2015, CHEV, GRAY, Warning, Transportation Article, No, WHITE, F, LAUREL, MD, MD, A - Marked Patrol
15:00:00, 1st district Rockville, PLATE VIOLATION, MD, 02 - Automobile, 2006, HONDA, WHITE, Citation, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
15:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, WV, 02 - Automobile, 1992, NISSAN, WHITE, Citation, Transportation Article, No, WHITE, M, OLNEY, MD, MD, A - Marked Patrol
6:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2001, CHEV, WHITE, Citation, Transportation Article, No, HISPANIC, M, MONTGOMERY VILLAGE, MD, MD, A - Marked Patrol
16:00:00, 2nd district Bethesda, PLATE VIOLATION, WV, 02 - Automobile, 2006, NISS, BEIGE, Citation, Transportation Article, Yes, BLACK, M, CLARKSBURG, MD, WV, A - Marked Patrol
9:00:00, 4th district Wheaton, PLATE VIOLATION, MD, 02 - Automobile, 2009, HONDA, BEIGE, Citation, Transportation Article, No, WHITE, F, MONROVIA, MD, MD, A - Marked Patrol
7:00:00, 5th district Germantown, MINOR INFRACTION, MD, 02 - Automobile, 2009, HONDA, BLUE, Citation, Transportation Article, No, ASIAN, F, GERMANTOWN, MD, MD, A - Marked Patrol
14:00:00, Headquarters and Special Operations, SPEEDING, MD, 02 - Automobile, 2000, VW, BLACK, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
17:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2000, HOND, GOLD, Warning, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
18:00:00, 4th district Wheaton, PHONE RELATED, MD, 02 - Automobile, 2011, TOYO, BRONZE, Warning, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
10:00:00, 5th district Germantown, SPEEDING, MD, 02 - Automobile, 2015, TOYOTA, RED, Warning, Transportation Article, No, WHITE, M, GERMANTOWN, MD, MD, B - Unmarked Patrol
15:00:00, 2nd district Bethesda, PLATE VIOLATION, MD, 02 - Automobile, 2002, BMW, SILVER, Citation, Transportation Article, No, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
17:00:00, 2nd district Bethesda, PLATE VIOLATION, MD, 02 - Automobile, 2002, MINI, BLUE, Citation, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
15:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2002, TOYOTA, SILVER, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
18:00:00, 2nd district Bethesda, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2008, DODGE, BLUE, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, A - Marked Patrol
14:00:00, 2nd district Bethesda, SPEEDING, MD, 02 - Automobile, 2001, BMW, GRAY, Citation, Transportation Article, No, BLACK, F, BETHESDA, MD, MD, A - Marked Patrol
0:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2001, VOLVO, SILVER, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
17:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1997, INFI, BLACK, Citation, Transportation Article, No, HISPANIC, M, HYATTSVILLE, MD, MD, A - Marked Patrol
2:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, VA, 02 - Automobile, 2004, NISSAN, SILVER, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
22:00:00, 6th district Gaithersburg / Montgomery Village, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 1999, HONDA, GREEN, Warning, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 6th district Gaithersburg / Montgomery Village, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2014, HOND, WHITE, Warning, Transportation Article, No, BLACK, M, SEATTLE, WA, WA, A - Marked Patrol
22:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 2014, HOND, WHITE, Warning, Transportation Article, No, BLACK, M, SEATTLE, WA, WA, A - Marked Patrol
21:00:00, 5th district Germantown, SPEEDING, MD, 02 - Automobile, 2003, TOYOTA, SILVER, Warning, Transportation Article, No, OTHER, M, FREDERICK, MD, MD, A - Marked Patrol
16:00:00, 1st district Rockville, MINOR INFRACTION, MD, 02 - Automobile, 2009, ACUR, SILVER, Citation, Transportation Article, No, ASIAN, F, GERMANTOWN, MD, MD, A - Marked Patrol
15:00:00, 5th district Germantown, MINOR INFRACTION, MD, 04 - Limousine, 2014, GMC, WHITE, Citation, Transportation Article, No, WHITE, F, POTOMAC, MD, MD, A - Marked Patrol
14:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 2003, CHEV, YELLOW, Citation, Transportation Article, No, WHITE, F, GAITHERSBURG, MD, MD, A - Marked Patrol
14:00:00, 3rd district Silver Spring, PLATE VIOLATION, MD, 02 - Automobile, 1999, MERCURY, GREEN DK, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, A - Marked Patrol
16:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2008, BUICK, BLACK, Citation, Transportation Article, No, WHITE, M, CHEVY CHASE, MD, MD, A - Marked Patrol
23:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2010, NISS, BLACK, Citation, Transportation Article, No, BLACK, M, SUITLAND, MD, MD, A - Marked Patrol
5:00:00, Headquarters and Special Operations, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2011, FORD, GRAY, Citation, Transportation Article, No, WHITE, M, MIDDLETOWN, MD, MD, A - Marked Patrol
11:00:00, 3rd district Silver Spring, PLATE VIOLATION, MD, 02 - Automobile, 1987, MERZ, SILVER, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 5th district Germantown, SPEEDING, MD, 02 - Automobile, 2011, NISSAN, WHITE, Warning, Transportation Article, No, HISPANIC, F, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 5th district Germantown, SPEEDING, MD, 02 - Automobile, 2014, CHEVROLET, BLUE, Warning, Transportation Article, No, WHITE, M, OLNEY, MD, MD, A - Marked Patrol
12:00:00, 6th district Gaithersburg / Montgomery Village, SPEEDING, MD, 02 - Automobile, 2012, TOYT, BLACK, Warning, Transportation Article, No, OTHER, F, GAITHERSBURG, MD, MD, Q - Marked Laser
12:00:00, 6th district Gaithersburg / Montgomery Village, DISOBEY TRAFFIC CONTROL, MD, 05 - Light Duty Truck, 2000, HOND, WHITE, Warning, Transportation Article, No, OTHER, F, GAITHERSBURG, MD, MD, A - Marked Patrol
15:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, DC, 02 - Automobile, 2000, NISSAN, GOLD, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
16:00:00, 5th district Germantown, MINOR INFRACTION, MD, 06 - Heavy Duty Truck, 2001, INTL, BLACK, Warning, Maryland Rules, No, HISPANIC, M, GERMANTOWN, MD, MD, A - Marked Patrol
14:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1990, HONDA, RED, Citation, Transportation Article, No, WHITE, M, SEVERN, MD, MD, A - Marked Patrol
2:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 2002, HONDA, BLACK, Citation, Transportation Article, No, WHITE, F, AMBLER, PA, PA, A - Marked Patrol
20:00:00, 4th district Wheaton, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 1992, BMW, WHITE, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2002, CHRY, WHITE, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
18:00:00, 3rd district Silver Spring, LEARNING DRIVER WITHOUT SUPERVISION, MD, 02 - Automobile, 1995, FORD, MAROON, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
3:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2006, BMW, SILVER, Citation, Transportation Article, No, HISPANIC, M, GAITHERSBURG, MD, MD, A - Marked Patrol
21:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2005, JEEP, BLUE, Citation, Transportation Article, No, BLACK, F, TAKOMA PARK, MD, MD, A - Marked Patrol
16:00:00, 1st district Rockville, PEDESTRIAN INFRACTION, XX, 29 - Unknown, __EMPTY__, NONE, N/A, Citation, Transportation Article, No, WHITE, M, JOPPA, MD, MD, B - Unmarked Patrol
17:00:00, 5th district Germantown, VEHICLE OR EQUIPMENT VIOLATION, MD, 06 - Heavy Duty Truck, 2003, FORD, WHITE, Warning, Maryland Rules, No, HISPANIC, M, GAITHERSBURG, MD, MD, A - Marked Patrol
21:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2015, FORD, RED, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
3:00:00, 4th district Wheaton, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2001, HOND, BEIGE, Citation, Transportation Article, No, HISPANIC, M, RIVERDALE, MD, MD, A - Marked Patrol
0:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, VA, 02 - Automobile, 2002, FORD, BLACK, Citation, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
23:00:00, 5th district Germantown, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 1997, HONDA, SILVER, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
17:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 1992, HOND, RED, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
1:00:00, 5th district Germantown, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 1990, FORD, BLUE, Citation, Transportation Article, No, HISPANIC, M, GERMANTOWN, MD, MD, A - Marked Patrol
1:00:00, 1st district Rockville, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2000, VOLKSWAGON, BLACK, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
1:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, PONT, RED, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, CA, A - Marked Patrol
11:00:00, 2nd district Bethesda, SPEEDING, MD, 02 - Automobile, 2010, MAZD, GREEN LGT, Citation, Transportation Article, No, WHITE, F, ROCKVILLE, MD, MD, Q - Marked Laser
22:00:00, 5th district Germantown, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 1993, NISSAN, BLUE DARK, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
11:00:00, 2nd district Bethesda, SPEEDING, MD, 02 - Automobile, 2008, LEXUS, WHITE, Citation, Transportation Article, No, ASIAN, M, BOYDS, MD, MD, Q - Marked Laser
17:00:00, 5th district Germantown, MINOR INFRACTION, MD, 06 - Heavy Duty Truck, 2003, FORD, WHITE, Warning, Maryland Rules, No, HISPANIC, M, GAITHERSBURG, MD, MD, A - Marked Patrol
7:00:00, 1st district Rockville, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2000, JEEP, YELLOW, Warning, Transportation Article, No, HISPANIC, F, HYATTSVILLE, MD, MD, A - Marked Patrol
7:00:00, 2nd district Bethesda, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2016, TOYOTA, BLACK, Warning, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
7:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2016, TOYOTA, BLACK, Warning, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
7:00:00, 2nd district Bethesda, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2015, HONDA, BLACK, Warning, Transportation Article, No, HISPANIC, F, KENSINGTON, MD, MD, A - Marked Patrol
8:00:00, 2nd district Bethesda, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2015, NISSAN, GRAY, Warning, Transportation Article, No, HISPANIC, F, LAS VEGAS, NV, NV, A - Marked Patrol
23:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2008, CHEV, SILVER, Citation, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
21:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2001, NISSAB, GRAY, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, XX, A - Marked Patrol
5:00:00, 4th district Wheaton, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2011, CHEVY, SILVER, Citation, Transportation Article, No, BLACK, M, CAPITOL HEIGHTS, MD, MD, A - Marked Patrol
3:00:00, 5th district Germantown, MINOR INFRACTION, MD, 02 - Automobile, 2011, TOYOTA, GRAY, Citation, Transportation Article, No, HISPANIC, F, CLARKSBURG, MD, MD, A - Marked Patrol
16:00:00, 5th district Germantown, MINOR INFRACTION, MD, 02 - Automobile, 2012, HONDA, WHITE, Citation, Transportation Article, No, WHITE, F, PALMYRA, PA, PA, A - Marked Patrol
0:00:00, 5th district Germantown, SPEEDING, MD, 02 - Automobile, 2001, BMW, SILVER, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, VA, 02 - Automobile, 2002, LINCOLN, GRAY, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, CA, A - Marked Patrol
2:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2015, TOYT, GRAY, Warning, Transportation Article, No, BLACK, M, ROCKVILLE, MD, MD, A - Marked Patrol
2:00:00, 5th district Germantown, MINOR INFRACTION, MD, 02 - Automobile, 2010, HYUNDAI, GRAY, Citation, Transportation Article, No, ASIAN, M, BOYDS, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 19 - Moped, 2009, NIITRO, RED, Citation, Transportation Article, No, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
10:00:00, 6th district Gaithersburg / Montgomery Village, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2013, AUDI, BLACK, Citation, Transportation Article, No, WHITE, F, POTOMAC, MD, MD, A - Marked Patrol
2:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2015, TOYT, GRAY, Warning, Transportation Article, No, BLACK, M, ROCKVILLE, MD, MD, A - Marked Patrol
16:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2000, FORD, BLUE LIGHT, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
5:00:00, 1st district Rockville, SPEEDING, MD, 02 - Automobile, 2000, HOND, GREEN DK, Warning, Transportation Article, No, WHITE, F, SYKESVILLE, MD, MD, A - Marked Patrol
5:00:00, 1st district Rockville, PLATE VIOLATION, MD, 02 - Automobile, 2000, HOND, GREEN DK, Warning, Transportation Article, No, WHITE, F, SYKESVILLE, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2005, CHEVY, SILVER, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
3:00:00, 6th district Gaithersburg / Montgomery Village, LEARNING DRIVER WITHOUT SUPERVISION, MD, 02 - Automobile, 1995, CADI, WHITE, Citation, Transportation Article, No, BLACK, F, GAITHERSBURG, MD, MD, A - Marked Patrol
23:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2006, TOYOTA, WHITE, Citation, Transportation Article, No, WHITE, M, KENSINGTON, MD, MD, A - Marked Patrol
5:00:00, 1st district Rockville, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2000, HOND, GREEN DK, Warning, Transportation Article, No, WHITE, F, SYKESVILLE, MD, MD, A - Marked Patrol
21:00:00, 1st district Rockville, PLATE VIOLATION, MD, 02 - Automobile, 2001, CHEV, GREEN DK, Warning, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
21:00:00, 1st district Rockville, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2001, CHEV, GREEN DK, Warning, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
21:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2001, CHEV, GREEN DK, Warning, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
17:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, TOYT, BLACK, Citation, Transportation Article, No, BLACK, F, LAUREL, MD, MD, A - Marked Patrol
0:00:00, 1st district Rockville, MINOR INFRACTION, MD, 06 - Heavy Duty Truck, 2008, HINO, WHITE, Warning, Transportation Article, No, HISPANIC, M, COLUMBIA, MD, MD, A - Marked Patrol
8:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2012, TOYOTA, GRAY, Citation, Transportation Article, No, WHITE, F, FREDERICK, MD, MD, A - Marked Patrol
0:00:00, 1st district Rockville, MINOR INFRACTION, MD, 06 - Heavy Duty Truck, 2008, HINO, WHITE, Warning, Transportation Article, No, HISPANIC, M, COLUMBIA, MD, MD, A - Marked Patrol
0:00:00, 1st district Rockville, DISOBEY TRAFFIC CONTROL, MD, 06 - Heavy Duty Truck, 2008, HINO, WHITE, Warning, Transportation Article, No, HISPANIC, M, COLUMBIA, MD, MD, A - Marked Patrol
1:00:00, 1st district Rockville, MINOR INFRACTION, MD, 02 - Automobile, 2007, NISS, GRAY, Warning, Transportation Article, No, HISPANIC, F, ROCKVILLE, MD, MD, A - Marked Patrol
17:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2008, LEXUS, MAROON, Citation, Transportation Article, No, BLACK, F, BETHESDA, MD, MD, A - Marked Patrol
7:00:00, 4th district Wheaton, SPEEDING, IL, 02 - Automobile, 2001, TOYOTA, GRAY, Citation, Transportation Article, No, HISPANIC, F, ROCKVILLE, MD, XX, A - Marked Patrol
0:00:00, 1st district Rockville, RECKLESS DRIVING, MD, 02 - Automobile, 1998, CHEV, RED, Citation, Transportation Article, No, BLACK, M, ROCKVILLE, MD, MD, A - Marked Patrol
16:00:00, 2nd district Bethesda, MINOR INFRACTION, MD, 05 - Light Duty Truck, 2004, CHEVY, MAROON, Citation, Transportation Article, No, WHITE, F, BETHESDA, MD, MD, A - Marked Patrol
1:00:00, 3rd district Silver Spring, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2002, TOYOTA, SILVER, Citation, Transportation Article, Yes, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
1:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, NY, 02 - Automobile, 2007, HONDA, SILVER, Citation, Transportation Article, No, HISPANIC, F, WHEATON, MD, MD, A - Marked Patrol
2:00:00, 5th district Germantown, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2010, CHEV, SILVER, Citation, Transportation Article, No, BLACK, M, ROCKVILLE, MD, MD, A - Marked Patrol
1:00:00, 1st district Rockville, MINOR INFRACTION, MD, 02 - Automobile, 2007, NISS, GRAY, Warning, Transportation Article, No, HISPANIC, F, ROCKVILLE, MD, MD, A - Marked Patrol
1:00:00, 1st district Rockville, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2007, NISS, GRAY, Warning, Transportation Article, No, HISPANIC, F, ROCKVILLE, MD, MD, A - Marked Patrol
15:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 05 - Light Duty Truck, 2004, TOYOTA, SILVER, Citation, Transportation Article, No, WHITE, M, OLNEY, MD, MD, A - Marked Patrol
1:00:00, 1st district Rockville, MINOR INFRACTION, MD, 05 - Light Duty Truck, 2009, TOYO, SILVER, Warning, Transportation Article, No, WHITE, M, CROWNSVILLE, MD, MD, A - Marked Patrol
1:00:00, 1st district Rockville, MINOR INFRACTION, MD, 05 - Light Duty Truck, 2009, TOYO, SILVER, Warning, Transportation Article, No, WHITE, M, CROWNSVILLE, MD, MD, A - Marked Patrol
13:00:00, 5th district Germantown, ACCIDENT RELATED, MD, 02 - Automobile, 2005, TOYOTA, BLACK, Citation, Transportation Article, No, BLACK, M, ROCKVILLE, MD, MD, A - Marked Patrol
1:00:00, 1st district Rockville, DISOBEY TRAFFIC CONTROL, MD, 05 - Light Duty Truck, 2009, TOYO, SILVER, Warning, Transportation Article, No, WHITE, M, CROWNSVILLE, MD, MD, A - Marked Patrol
12:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2003, CHEVY, WHITE, Citation, Transportation Article, No, HISPANIC, M, HYATTSVILLE, MD, XX, A - Marked Patrol
1:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 05 - Light Duty Truck, 2009, TOYO, SILVER, Warning, Transportation Article, No, WHITE, M, CROWNSVILLE, MD, MD, A - Marked Patrol
11:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2001, MITSUBISHI, BLUE DARK, Citation, Transportation Article, No, HISPANIC, F, SILVER SPRING, MD, MD, A - Marked Patrol
23:00:00, 6th district Gaithersburg / Montgomery Village, DRIVING UNINSURED VEHICLE, MD, 02 - Automobile, 2003, MERC, TAN, Citation, Transportation Article, No, BLACK, F, GAITHERSBURG, MD, MD, A - Marked Patrol
5:00:00, 3rd district Silver Spring, RECKLESS DRIVING, MD, 02 - Automobile, 2001, HOND, SILVER, Citation, Transportation Article, No, HISPANIC, F, BOWIE, MD, MD, A - Marked Patrol
11:00:00, Headquarters and Special Operations, PEDESTRIAN INFRACTION, XX, 29 - Unknown, __EMPTY__, NONE, N/A, Citation, Transportation Article, No, OTHER, F, WHEATON, MD, MD, A - Marked Patrol
18:00:00, 1st district Rockville, RECKLESS DRIVING, MD, 02 - Automobile, 2011, TOYOTA, GREEN, Citation, Transportation Article, Yes, WHITE, M, BALTIMORE, MD, MD, A - Marked Patrol
21:00:00, 3rd district Silver Spring, RECKLESS DRIVING, VA, 02 - Automobile, 2013, CADILLAC, SILVER, Citation, Transportation Article, No, BLACK, M, WASHINGTON, DC, DC, A - Marked Patrol
15:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, BMW, WHITE, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
2:00:00, 1st district Rockville, MINOR INFRACTION, MD, 02 - Automobile, 2004, TOYO, GRAY, Warning, Transportation Article, No, WHITE, F, LAUREL, MD, MD, A - Marked Patrol
2:00:00, 1st district Rockville, MINOR INFRACTION, MD, 02 - Automobile, 2004, TOYO, GRAY, Warning, Transportation Article, No, WHITE, F, LAUREL, MD, MD, A - Marked Patrol
2:00:00, 1st district Rockville, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2004, TOYO, GRAY, Warning, Transportation Article, No, WHITE, F, LAUREL, MD, MD, A - Marked Patrol
23:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2011, TOYT, BLUE, Citation, Transportation Article, No, BLACK, M, DARNESTOWN, MD, MD, A - Marked Patrol
7:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1992, TOYT, MAROON, Citation, Transportation Article, No, BLACK, F, HYATTSVILLE, MD, MD, A - Marked Patrol
10:00:00, 1st district Rockville, SPEEDING, MD, 05 - Light Duty Truck, 2015, MITS, BLUE, Warning, Transportation Article, No, WHITE, F, DERWOOD, MD, MD, G - Marked Moving Radar (Stationary)
22:00:00, 6th district Gaithersburg / Montgomery Village, PHONE RELATED, MD, 02 - Automobile, 2001, MERZ, SILVER, Citation, Transportation Article, No, BLACK, M, GAITHERSBURG, MD, MD, A - Marked Patrol
